ID,Title,Content
4731,"Terranova <br/> Microbiome Travel","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 215mg</strong>
<div>PROVIDING:
Stabilized Rice Bran (Oryza sativa) 65mg
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - organic 50mg
Green <strong>Oat</strong> Seed (Avena sativa) - fresh freeze dried 50mg
Fennel Seed (Foeniculum vulgare) – organic 50mg</div>
<strong>MICROFLORA BLEND 290mg</strong>

Saccharomyces boulardii (active yeast CNCM I-3799) 5 billion CFU*
Lactocaseibacillus rhamnosus (G1) 2 billion CFU*
<div>Vegetarian Capsule Shell (hydroxypropyl methylcellulose)</div>
<div></div>
<div><strong>*Colony Forming Units - potency at time of manufacture
</strong>
<div><strong>Contains oat seed - consult physician if coeliac.
</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>
</div>"
4732,"Terranova <br/> Microbiome Woman","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 350mg</strong>
<div>PROVIDING:
Stabilized Rice Bran (Oryza sativa) 225mg
Cranberry Fruit (Vaccinium macrocarpon) - fresh freeze dried – organic 100mg
Beetroot Juice (Beta vulgaris) - fresh freeze dried - organic 25mg</div>
<strong>MICROFLORA BLEND 153mg</strong>

Lactobacillus crispatus (LCr86) 2 billion CFU*
Lactocaseibacillus rhamnosus (LRa05) 2 billion CFU*
Lactobacillus jensenii (LJe52) 600 million CFU*
Lactobacillus gasseri (LG08) 400 million CFU*

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div><strong>*Colony Forming Units - potency at time of manufacture</strong></div>
<div></div>
<div>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4747,"Terranova <br/> NextGen CoQXorb&#x2122; CoQ10 Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 275mg</strong>
<div>

PROVIDING:

Stabilized Rice Bran (Oryza Sativa) 150mg
Aronia Berry (Aronia melanocarpa) - fresh freeze dried – organic 50mg
Rose Hips (Rosa canina) - organic 50mg
Fermented Reishi (Ganoderma lucidum) – freeze dried mushroom culture GL12 25mg

</div>
BioSNEDS&#x2122; CoQXorb&#x2122; (Coenzyme Q10 – as ubiquinone) 4.7mg
[4.7mg of BioSNEDS&#x2122; coenzyme Q10 has an equivalency of 117.5mg of the standard form of Coenzyme Q10]*
Spirulina Extract (Spirulina platensis) 25mg
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; CoQXorb&#x2122;has been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4748,"Terranova <br/> NextGen CurcuSol&#x2122; Curcumin Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 925mg</strong>
<div>

PROVIDING:

Stabilized Rice Bran (Oryza sativa) 800mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – organic 50mg
Fermented Turmeric Rhizome/Root [Fermeric&#x2122;]** - (Curcuma longa) 50mg
Fermented Ginger Rhizome/Root [Ferzinger&#x2122;]** - (Zingiber officinale) 25mg

</div>
BioSNEDS&#x2122; CurcuSol&#x2122; (70% curcumin/ 30% tetrahydrocurcumin from Curcuma longa rhizome) 38mg
[38mg of BioSNEDS&#x2122; curcumin/tetrahydrocurcumin has an equivalency of 1,520mg of the standard form of curcumin]*
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; CurcuSol&#x2122; has been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>
<strong>**Fermeric&#x2122; &amp; Ferzinger&#x2122; are registered trademarks of Fermedics BV</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4749,"Terranova <br/> NextGen ResveraSol&#x2122; Resveratrol Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 525mg</strong>
<div>

PROVIDING:

Stabilized Rice Bran (Oryza sativa) 400mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – organic 50mg
Parsley Leaf (Petroselinum crispum) - fresh freeze dried – organic 25mg
Aronia Berry (Aronia melanocarpa) - fresh freeze dried – organic 25mg
Fermented Turmeric Rhizome/Root [Fermeric&#x2122;]** - (Curcuma longa) 25mg

</div>
BioSNEDS&#x2122; ResveraSol&#x2122; (Trans-resveratrol from Polygonum cuspidatum root) 35mg
[35mg of BioSNEDS&#x2122; resveratrol has an equivalency of 1,515.5mg of the standard form of resveratrol]*
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; ResveraSol&#x2122; has been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>
<strong>**Fermeric&#x2122; is a registered trademark of Fermedics BV</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4750,"Terranova <br/> NextGen NADPro&#x2122; NAD+ Activator","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 500mg</strong>
<div>

PROVIDING:

Stabilized Rice Bran (Oryza sativa) 400mg
Parsley Leaf (Petroselinum crispum) - fresh freeze dried – organic 50mg
Fermented Jiaogulan Leaf [Fermogulan&#x2122;]** - (Gynostemma pentaphyllum) 25mg
Fermented Turmeric Rhizome/Root [Fermeric&#x2122;]** - (Curcuma longa) 25mg

</div>
BioSNEDS&#x2122; NADPro&#x2122; Quercetin/Niacinamide Cocrystal
providing:
Quercetin (from Sophora japonica flower) 18.75mg
Niacinamide 6.25mg
[18.75mg of BioSNEDS&#x2122; quercetin in NADPro&#x2122; has an equivalency of 286.87mg of the standard form of quercetin]*
BioSNEDS&#x2122; ResveraSol&#x2122; (trans-resveratrol from Polygonum cuspidatum root) 5mg
[5mg of BioSNEDS&#x2122; resveratrol has an equivalency of 215mg of the standard form of resveratrol]*
Citrus Aurantium Extract (98% apigenin) 20mg
Lycopene [from tomato extract] (Solanum lycopersicum) 3mg
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; NADPro&#x2122; &amp; ResveraSol have been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>
<strong>**Fermogulan&#x2122; &amp; Fermeric&#x2122; is a registered trademark of Fermedics BV</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4751,"Terranova <br/> NextGen QuerceSol&#x2122; Quercetin Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 300mg</strong>
<div>

PROVIDING:

Nettle Leaf (Urtica dioica) - fresh freeze dried 200mg
Parsley Leaf (Petroselinum crispum) - fresh freeze dried – organic 50mg
Fermented Turmeric Rhizome/Root [Fermeric&#x2122;]** - (Curcuma longa) 50mg

</div>
BioSNEDS&#x2122; QuerceSol&#x2122; (Quercetin from Sophora japonica flower) 35mg
[35mg of BioSNEDS&#x2122; quercetin has an equivalency of 535.5mg of the standard form of quercetin]*
Vitamin C (as magnesium ascorbate) 150mg
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; QuerceSol&#x2122; has been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>
<strong>**Fermeric&#x2122; is a registered trademark of Fermedics BV</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4753,"Terranova <br/> Super Skin Drink","2 SCOOPS (APPROX. 6g) TYPICALLY PROVIDE:
<div class=""two-columns"">

Blueberry Juice Powder (Vaccinium corymbosum) 2,536mg
Stabilized Rice Bran Solubles (Oryza Sativa) 1,130mg
Vollagen® Amino Acid Complex<sup>1</sup> 1,000mg
Cocoa Extract (Theobroma cacao - 20% flavanols) 870mg
Silica (from Bamboo Shoot Extract [Bambusa vulgaris] 100mg) 150mg
Hyaluronic Acid (as Sodium Hyaluronate)<sup>2</sup> 100mg
Arctic Pine Bark Extract [Fenoprolic®]<sup>3</sup> (pinus sylvestris) - organic 20mg
Grape Seed Extract [OmniVin® 20R]<sup>4</sup> (Vitis vinifera) 20mg
Zinc (as bisglycinate chelate TRAACS&#x2122;)<sup>5</sup> 10mg
Astaxanthin (from Haematococcus pluvialis) 2mg
Biotin (as d-Biotin) 100µg

<strong><sup>1</sup>Vollagen® is a registered trademark of Chrysalis Health &amp; Beauty Ltd</strong>

<strong><sup>2 </sup>ExceptionHYAL®STAR (Full spectrum molecular weight Hyaluronic Acid)</strong>

<strong><sup>3</sup>Fenoprolic® is a trademark of Eevia Health.</strong>

<strong><sup>4</sup>OmniVin®20R is a trade mark of Ajinomoto Natural Specialities</strong>

<strong><sup>5</sup>TRAACS&#x2122; is a trademark of Albion Labs</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
4904,"Terranova <br/> NextGen AstaXorb&#x2122; Astaxanthin Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 325mg</strong>
<div>

PROVIDING:

Stabilized Rice Bran (Oryza sativa) 200mg
Rose Hips (Rosa canina) - organic 50mg
Sea Buckthorn Berry Hippophae rhamnoides) – fresh freeze dried – organic 50mg
Aronia Berry (Aronia melanocarpa) – fresh freeze dried – organic 25mg

</div>
BioSNEDS&#x2122; AstaXorb&#x2122; (Astaxanthin-rich oleoresin from Haematococcus pluvialis algae) 0.4mg
[0.4mg of BioSNEDS&#x2122; astaxanthin has an equivalency of 7.96mg of the standard form of astaxanthin]*

Spirulina Extract (Spirulina platensis) 25mg
Arctic Pine Bark Extract[Fenoprolic®] (Pinus sylvestris) 10mg
Lycopene (from tomato extract [solanum lycopersicum]) 3mg
Lutein (from Marigold flower [Tagetes errecta]) 2mg
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; AstaXorb&#x2122; has been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO GLUTEN – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4905,"Terranova <br/> NextGen CreaXorb&#x2122; Creatine Plus","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 225mg</strong>
<div>

PROVIDING:

Cordyceps (Cordyceps sinensis) full-spectrum - fresh freeze dried – organic 75mg
Astragalus Root (Astragalus membranaceous) - fresh freeze dried - organic 75mg
Lion’s Mane (Hericium erinaceus) full-spectrum - fresh freeze dried - organic 50mg
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried – organic 25mg

</div>
BioSNEDS&#x2122; CreaXorb&#x2122; Creatine Monohydrate 136.36mg
[136.36mg of BioSNEDS&#x2122; creatine has an equivalency of 3,000mg of the standard form of creatine]*

BioSNEDS&#x2122; HMBPro&#x2122; (Hydroxymethylbutyrate) 23mg
[23mg of BioSNEDS&#x2122; HMB has an equivalency of 506mg of the standard form of HMB]*

BioSNEDS&#x2122; NADPro&#x2122; Quercetin/Niacinamide Cocrystal providing:
Quercetin (from Sophora japonica flower) 1.875mg
Niacinamide 0.625mg
[1.875mg of BioSNEDS&#x2122; quercetin in NADPro&#x2122; has an equivalency of 28.68mg of the standard form of quercetin]*

BioSNEDS&#x2122; CoQXorb&#x2122; (Coenzyme Q10 – as ubiquinone) 0.4mg
[0.4mg of BioSNEDS&#x2122; coenzyme Q10 has an equivalency of 10mg of the standard form of Coenzyme Q10]*
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; CreaXorb&#x2122;, HMBPro&#x2122;, NADPro&#x2122; and CoQXorb&#x2122; has been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO GLUTEN – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4906,"Terranova <br/> NextGen HMBPro&#x2122; HMB Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 150mg</strong>
<div>

PROVIDING:

Cordyceps (Cordyceps sinensis) full-spectrum - fresh freeze dried – organic 50mg
Lion’s Mane (Hericium erinaceus) full-spectrum - fresh freeze dried - organic 50mg
Astragalus Root (Astragalus membranaceous) - fresh freeze dried - organic 25mg
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried – organic 25mg

</div>
BioSNEDS&#x2122; HMBPro&#x2122; (Hydroxymethylbutyrate) 68.2mg
[68.2mg of BioSNEDSTM HMB has an equivalency of 1,500mg of the standard form of HMB]*
L-Glutamine 250mg

BioSNEDS&#x2122; CreaXorb&#x2122; Creatine Monohydrate 23mg
[23mg of BioSNEDSTM creatine has an equivalency of 506mg of the standard form of creatine]*
Vitamin D3 (vegan cholecalciferol - from lichen) 600iu 15μg
Vitamin K2 as MK-7 (MenaQ7®) 15μg**

<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioSNEDS&#x2122; HMBPro&#x2122; and CreaXorb&#x2122; have been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.
**MenaQ7® is a registered trademark of Lesaffre et Compagnie, France.</strong>

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO GLUTEN – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4907,"Terranova <br/> NextGen HyaluronX&#x2122; Hyaluronic Acid Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 175mg</strong>
<div>

PROVIDING:

Rose Hips (Rosa canina) - organic 75mg
Nettle Leaf (Urtica dioica) - fresh freeze dried 50mg
Fermented Turmeric Rhizome/root [FermericTM]* - (Curcuma longa) 25mg
Aronia Berry (Aronia melanocarpa) - fresh freeze dried - organic 25mg

</div>
BioSNEDS&#x2122; HyaluronX&#x2122; Hyaluronic Acid 16mg
[16mg of BioSNEDSTM hyaluronic acid has an equivalency of 240mg of the standard form of hyaluronic acid]**

BioSNEDS&#x2122; CurcuSol&#x2122; (curcumin tetrahydrocurcumin 70/30 from Curcuma longa rhizome) 6.3mg
[6.3mg of BioSNEDS&#x2122; curcumin/tetrahydrocurcumin has an equivalency of 253.3mg of the standard form of curcumin]**

Silica Bamboo Shoot Extract (Bambusa vulgaris) 56mg: 75% silica 42mg
Spirulina Extract (Spirulina platensis) 25mg

<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>**BioSNEDS&#x2122; HyaluronX&#x2122; and CurcuSol&#x2122; have been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.
*Fermeric is a registered trademark of Fermedics BV.</strong>

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO GLUTEN – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4913,"Terranova <br/> Energetic Synergy","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 225mg</strong>
<div>

PROVIDING:

Chinese Red Ginseng Root (Panax ginseng) – fresh freeze dried – organic 100mg
Rhodiola Root Extract (Rhodiola rosea) - freeze dried aqueous extract 100mg
Fermented Ashwagandha Root [Fermanolide&#x2122;] (Withania somnifera) 25mg***


</div>
enXtra® Alpina Galanga rhizome extract* 300mg
Magnesium (as bisglycinate chelate-[TRAACSTM]-oxide)** 80mg
BioSNEDS&#x2122; CreaXorb&#x2122; Creatine Monohydrate 34mg
[34mg of BioSNEDSTM creatine has an equivalency of 748mg of the standard form of creatine]4****
L-Carnitine 150mg
BioSNEDS&#x2122; NADPro&#x2122; Quercetin/Niacinamide Cocrystal providing****:
Quercetin (from Sophora japonica flower) 3.75mg
Niacinamide 1.25mg
[3.75mg of BioSNEDS&#x2122; quercetin in NADPro&#x2122; has an equivalency of 57.37mg of the standard form of quercetin]****
BioSNEDS&#x2122; CoQXorb&#x2122; (Coenzyme Q10 – as ubiquinone) 2mg
[2mg of BioSNEDS&#x2122; coenzyme Q10 has an equivalency of 50mg of the standard form of Coenzyme Q10]****
Vitamin B12 (as methylcobalamin) 50μg
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*enXtra is a trademark of Enovate Biolife, a part of OmniActive
**TRAACS&#x2122; is a trademark of Albion Labs
***Fermanolide&#x2122; is a registered trademark of Fermedics BV 
****BioSNEDS&#x2122; CreaXorb&#x2122;, NADPro&#x2122; and CoQXorb&#x2122; have been shown to be significantly more bioavailable by PAMPA/PK studies. BioSNEDS&#x2122; is a trademark of Verdant Nature, Inc.</strong>

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO GLUTEN – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
